yyyy_mm,country,crop,rainfall_mm,temp_c,price_usd
2007-12,India,Rice,18.6,25.77,331.63
2008-01,India,Rice,12.55,29.27,337.32
2008-02,India,Rice,71.81,31.05,333.57
2008-03,India,Rice,67.02,34.27,328.98
2008-04,India,Rice,59.78,32.51,332.94
2008-05,India,Rice,59.86,34.05,327.69
2008-06,India,Rice,123.78,30.7,332.63
2008-07,India,Rice,201.82,28.85,334.74
2008-08,India,Rice,117.23,26.17,329.5
2008-09,India,Rice,126.57,25.74,329.07
2008-10,India,Rice,33.36,24.2,325.77
2008-11,India,Rice,65.5,22.93,327.87
2008-12,India,Rice,93.59,24.43,339.19
2009-01,India,Rice,40.43,27.92,336.97
2009-02,India,Rice,66.46,29.23,340.17
2009-03,India,Rice,152.06,30.58,340.32
2009-04,India,Rice,169.42,29.45,340.46
2009-05,India,Rice,104.83,29.75,339.47
2009-06,India,Rice,20.29,33.81,334.33
2009-07,India,Rice,62.26,26.91,336.34
2009-08,India,Rice,0.0,28.67,334.61
2009-09,India,Rice,63.73,24.34,329.18
2009-10,India,Rice,71.32,22.92,335.26
2009-11,India,Rice,42.97,21.17,335.86
2009-12,India,Rice,82.5,25.51,334.49
2010-01,India,Rice,105.01,31.15,342.53
2010-02,India,Rice,107.41,33.1,331.51
2010-03,India,Rice,28.69,32.79,339.15
2010-04,India,Rice,88.8,31.09,333.87
2010-05,India,Rice,125.38,30.73,335.14
2010-06,India,Rice,186.72,29.08,331.61
2010-07,India,Rice,63.68,30.13,326.07
2010-08,India,Rice,101.05,28.22,333.95
2010-09,India,Rice,111.9,24.0,345.09
2010-10,India,Rice,44.2,22.49,343.76
2010-11,India,Rice,128.12,26.25,345.78
2010-12,India,Rice,140.13,23.87,346.12
2011-01,India,Rice,162.82,28.09,356.5
2011-02,India,Rice,119.51,31.27,343.82
2011-03,India,Rice,242.39,30.89,346.09
2011-04,India,Rice,67.08,31.94,341.72
2011-05,India,Rice,228.23,31.14,327.59
2011-06,India,Rice,138.1,32.86,325.42
2011-07,India,Rice,160.42,31.19,336.51
2011-08,India,Rice,48.8,25.69,332.58
2011-09,India,Rice,109.88,23.22,337.32
2011-10,India,Rice,141.62,22.0,344.51
2011-11,India,Rice,0.0,23.67,344.44
2011-12,India,Rice,58.2,24.58,345.16
2012-01,India,Rice,0.0,27.84,334.86
2012-02,India,Rice,81.3,31.19,330.56
2012-03,India,Rice,51.82,31.65,336.01
2012-04,India,Rice,90.93,32.68,336.37
2012-05,India,Rice,276.2,32.02,338.57
2012-06,India,Rice,195.07,29.97,339.37
2012-07,India,Rice,0.0,27.26,352.53
2012-08,India,Rice,101.34,26.77,349.94
2012-09,India,Rice,107.15,20.72,359.57
2012-10,India,Rice,35.73,25.62,360.38
2012-11,India,Rice,69.91,23.9,370.54
2012-12,India,Rice,84.56,26.52,363.19
2013-01,India,Rice,0.0,29.21,364.3
2013-02,India,Rice,30.12,29.32,361.94
2013-03,India,Rice,111.12,30.81,362.77
2013-04,India,Rice,109.96,31.28,370.11
2013-05,India,Rice,58.27,31.92,372.38
2013-06,India,Rice,44.34,31.67,379.7
2013-07,India,Rice,74.61,27.03,375.68
2013-08,India,Rice,121.17,26.51,370.74
2013-09,India,Rice,54.63,19.72,370.84
2013-10,India,Rice,153.36,22.36,
2013-11,India,Rice,17.47,25.62,369.49
2013-12,India,Rice,79.59,25.22,363.74
2014-01,India,Rice,58.74,26.62,370.93
2014-02,India,Rice,127.28,29.41,368.76
2014-03,India,Rice,53.89,27.28,377.31
2014-04,India,Rice,219.64,31.31,377.39
2014-05,India,Rice,0.0,34.09,381.28
2014-06,India,Rice,194.93,29.53,384.63
2014-07,India,Rice,85.4,27.23,379.68
2014-08,India,Rice,101.15,21.61,381.88
2014-09,India,Rice,139.29,20.95,393.45
2014-10,India,Rice,107.46,24.98,394.96
2014-11,India,Rice,15.41,24.7,400.37
2014-12,India,Rice,104.01,23.34,404.53
2015-01,India,Rice,192.05,26.95,406.37
2015-02,India,Rice,38.76,30.45,407.49
2015-03,India,Rice,227.89,30.34,410.78
2015-04,India,Rice,127.14,29.66,415.36
2015-05,India,Rice,74.79,32.06,407.24
2015-06,India,Rice,38.4,31.45,408.73
2015-07,India,Rice,66.6,28.99,407.62
2015-08,India,Rice,0.0,26.96,405.27
2015-09,India,Rice,34.3,21.08,413.05
2015-10,India,Rice,40.22,23.1,408.65
2015-11,India,Rice,0.0,23.22,400.28
2015-12,India,Rice,112.87,25.35,405.06
2016-01,India,Rice,66.87,27.65,396.53
2016-02,India,Rice,53.85,29.4,384.97
2016-03,India,Rice,81.26,27.3,390.42
2016-04,India,Rice,125.31,34.94,391.37
2016-05,India,Rice,105.18,32.88,394.2
2016-06,India,Rice,49.94,28.03,391.55
2016-07,India,Rice,87.54,28.79,383.24
2016-08,India,Rice,64.96,24.75,376.13
2016-09,India,Rice,0.0,22.97,374.5
2016-10,India,Rice,38.69,21.72,366.86
2016-11,India,Rice,93.98,24.56,368.7
2016-12,India,Rice,102.33,24.17,365.93
2017-01,India,Rice,66.2,26.17,367.04
2017-02,India,Rice,132.61,32.39,367.97
2017-03,India,Rice,41.99,32.03,370.29
2017-04,India,Rice,47.06,32.75,373.29
2017-05,India,Rice,85.71,33.48,371.22
2017-06,India,Rice,181.85,29.39,372.33
2017-07,India,Rice,89.8,27.22,373.74
2017-08,India,Rice,51.48,26.01,359.17
2017-09,India,Rice,151.86,21.1,363.05
2017-10,India,Rice,38.78,23.37,363.95
2017-11,India,Rice,193.3,22.41,367.33
2017-12,India,Rice,37.32,26.93,359.61
2018-01,India,Rice,19.3,28.91,357.72
2018-02,India,Rice,82.02,31.19,351.17
2018-03,India,Rice,85.84,29.65,355.64
2018-04,India,Rice,55.54,32.83,347.21
2018-05,India,Rice,256.9,30.37,341.63
2018-06,India,Rice,111.12,30.44,344.84
2018-07,India,Rice,107.85,24.14,341.06
2018-08,India,Rice,40.29,22.93,335.49
2018-09,India,Rice,24.56,25.65,340.93
2018-10,India,Rice,117.53,23.62,346.62
2018-11,India,Rice,0.0,23.08,350.95
2018-12,India,Rice,0.0,23.99,356.04
2019-01,India,Rice,65.16,26.19,354.66
2019-02,India,Rice,173.06,30.83,353.43
2019-03,India,Rice,78.31,31.76,349.54
2019-04,India,Rice,128.97,35.58,350.55
2019-05,India,Rice,102.45,32.02,347.38
2019-06,India,Rice,169.78,30.6,344.78
2019-07,India,Rice,0.0,25.69,348.38
2019-08,India,Rice,112.16,24.9,355.49
2019-09,India,Rice,47.28,23.96,357.88
2019-10,India,Rice,111.49,22.38,368.64
2019-11,India,Rice,10.06,22.86,364.41
2019-12,India,Rice,69.46,26.04,353.38
2020-01,India,Rice,73.85,30.52,357.67
2020-02,India,Rice,31.85,30.74,353.04
2020-03,India,Rice,,34.24,351.4
2020-04,India,Rice,69.18,34.04,340.78
2020-05,India,Rice,108.58,34.14,335.38
2020-06,India,Rice,46.59,29.48,326.37
2020-07,India,Rice,60.2,27.66,323.76
2020-08,India,Rice,0.0,25.16,321.39
2020-09,India,Rice,36.98,24.58,321.93
2020-10,India,Rice,117.42,24.32,329.37
2020-11,India,Rice,101.53,23.88,333.43
2020-12,India,Rice,62.78,26.96,323.7
2021-01,India,Rice,94.62,27.06,327.35
2021-02,India,Rice,42.3,31.98,328.02
2021-03,India,Rice,,34.02,327.43
2021-04,India,Rice,228.07,34.13,327.3
2021-05,India,Rice,110.67,32.55,328.52
2021-06,India,Rice,247.44,31.69,324.37
2021-07,India,Rice,39.19,26.51,323.28
2021-08,India,Rice,0.0,25.83,330.38
2021-09,India,Rice,16.64,24.17,326.16
2021-10,India,Rice,42.83,20.78,319.98
2021-11,India,Rice,197.94,24.46,319.61
2021-12,India,Rice,51.13,23.42,312.83
2022-01,India,Rice,28.42,27.29,302.49
2022-02,India,Rice,38.09,30.57,300.42
2022-03,India,Rice,169.19,31.11,309.11
2022-04,India,Rice,163.84,33.14,308.88
2022-05,India,Rice,71.66,32.44,309.95
2022-06,India,Rice,0.0,29.13,297.17
2022-07,India,Rice,12.28,28.95,299.8
2022-08,India,Rice,171.27,24.23,300.36
2022-09,India,Rice,,27.48,296.37
2022-10,India,Rice,59.93,22.82,297.45
2022-11,India,Rice,171.35,21.72,298.47
2022-12,India,Rice,185.5,23.86,292.12
2023-01,India,Rice,77.84,29.91,294.11
2023-02,India,Rice,90.95,29.82,301.29
2023-03,India,Rice,65.86,30.06,299.92
2023-04,India,Rice,86.92,34.42,294.72
2023-05,India,Rice,11.61,31.64,293.65
2023-06,India,Rice,2.58,31.59,298.78
2023-07,India,Rice,0.0,29.56,291.42
2023-08,India,Rice,133.06,25.96,294.89
2023-09,India,Rice,0.0,27.66,290.82
2023-10,India,Rice,173.0,20.13,292.28
2023-11,India,Rice,15.39,22.31,288.89
2023-12,India,Rice,172.24,25.07,285.49
2024-01,India,Rice,58.1,31.77,294.63
2024-02,India,Rice,0.0,33.5,286.17
2024-03,India,Rice,177.81,34.48,289.09
2024-04,India,Rice,188.11,31.68,299.47
2024-05,India,Rice,46.42,31.2,303.59
2024-06,India,Rice,72.1,29.12,295.6
2024-07,India,Rice,25.65,26.69,287.91
2024-08,India,Rice,60.77,27.99,283.4
2024-09,India,Rice,65.69,23.26,284.35
2024-10,India,Rice,34.92,22.81,285.7
2024-11,India,Rice,0.0,24.96,278.07
2024-12,India,Rice,33.15,22.73,272.84
2000-01,USA,Rice,46.25,14.57,445.57
2000-02,USA,Rice,126.86,22.67,444.81
2000-03,USA,Rice,95.52,22.3,441.9
2000-04,USA,Rice,109.45,24.63,430.76
2000-05,USA,Rice,44.34,24.17,438.39
2000-06,USA,Rice,48.34,17.08,436.93
2000-07,USA,Rice,39.56,16.29,432.53
2000-08,USA,Rice,56.53,15.08,425.76
2000-09,USA,Rice,39.19,6.84,430.39
2000-10,USA,Rice,27.32,6.24,422.6
2000-11,USA,Rice,33.49,6.34,423.4
2000-12,USA,Rice,27.18,12.14,419.9
2001-01,USA,Rice,54.6,13.89,416.75
2001-02,USA,Rice,102.4,12.71,410.13
2001-03,USA,Rice,30.19,19.83,406.4
2001-04,USA,Rice,88.39,19.68,406.46
2001-05,USA,Rice,116.99,23.27,407.87
2001-06,USA,Rice,63.5,24.21,403.15
2001-07,USA,Rice,44.13,16.52,402.61
2001-08,USA,Rice,78.73,10.18,407.94
2001-09,USA,Rice,14.88,12.83,397.96
2001-10,USA,Rice,41.32,10.03,397.93
2001-11,USA,Rice,13.22,9.87,392.22
2001-12,USA,Rice,0.0,9.63,385.91
2002-01,USA,Rice,55.44,13.45,387.47
2002-02,USA,Rice,31.1,16.91,384.2
2002-03,USA,Rice,,22.01,376.9
2002-04,USA,Rice,111.45,21.7,384.84
2002-05,USA,Rice,131.22,25.42,390.37
2002-06,USA,Rice,71.81,19.75,378.77
2002-07,USA,Rice,90.58,16.41,369.92
2002-08,USA,Rice,62.97,11.48,373.49
2002-09,USA,Rice,32.92,7.21,371.78
2002-10,USA,Rice,0.0,8.1,380.78
2002-11,USA,Rice,93.21,8.34,384.48
2002-12,USA,Rice,19.53,3.96,386.27
2003-01,USA,Rice,101.48,11.64,380.14
2003-02,USA,Rice,85.1,22.84,383.09
2003-03,USA,Rice,46.31,20.56,375.44
2003-04,USA,Rice,87.36,18.74,383.27
2003-05,USA,Rice,139.58,20.66,385.8
2003-06,USA,Rice,115.07,10.99,380.85
2003-07,USA,Rice,44.62,15.94,385.68
2003-08,USA,Rice,29.64,16.76,399.13
2003-09,USA,Rice,47.42,10.27,397.82
2003-10,USA,Rice,37.03,4.09,401.13
2003-11,USA,Rice,80.4,9.29,398.54
2003-12,USA,Rice,73.19,16.76,399.05
2004-01,USA,Rice,9.23,15.86,390.0
2004-02,USA,Rice,82.76,12.77,390.0
2004-03,USA,Rice,70.22,27.22,390.26
2004-04,USA,Rice,79.11,15.82,401.06
2004-05,USA,Rice,83.06,18.52,390.29
2004-06,USA,Rice,104.96,14.04,388.6
2004-07,USA,Rice,89.33,11.55,396.33
2004-08,USA,Rice,28.51,10.99,394.88
2004-09,USA,Rice,42.65,12.79,393.85
2004-10,USA,Rice,28.54,14.3,388.85
2004-11,USA,Rice,0.0,9.38,383.26
2004-12,USA,Rice,47.72,9.13,372.3
2005-01,USA,Rice,115.34,16.6,368.53
2005-02,USA,Rice,17.64,19.19,362.59
2005-03,USA,Rice,74.87,20.13,363.3
2005-04,USA,Rice,76.32,20.92,358.57
2005-05,USA,Rice,84.22,18.95,355.69
2005-06,USA,Rice,40.12,17.83,352.98
2005-07,USA,Rice,17.25,14.39,352.69
2005-08,USA,Rice,9.64,16.07,349.52
2005-09,USA,Rice,84.34,18.1,343.15
2005-10,USA,Rice,12.52,10.6,343.67
2005-11,USA,Rice,29.42,10.65,350.07
2005-12,USA,Rice,114.14,13.35,350.84
2006-01,USA,Rice,37.97,12.81,347.18
2006-02,USA,Rice,79.27,20.05,346.44
2006-03,USA,Rice,107.5,20.8,334.14
2006-04,USA,Rice,108.47,18.6,333.3
2006-05,USA,Rice,35.64,22.34,330.9
2006-06,USA,Rice,47.6,17.56,325.3
2006-07,USA,Rice,69.07,11.77,320.79
2006-08,USA,Rice,108.87,13.67,318.33
2006-09,USA,Rice,,11.46,324.28
2006-10,USA,Rice,27.19,13.2,330.83
2006-11,USA,Rice,57.0,13.44,325.26
2006-12,USA,Rice,69.59,12.14,322.16
2007-01,USA,Rice,80.41,13.43,319.2
2007-02,USA,Rice,43.61,17.51,324.06
2007-03,USA,Rice,59.63,20.54,324.93
2007-04,USA,Rice,84.47,21.61,325.49
2007-05,USA,Rice,113.46,20.33,328.7
2007-06,USA,Rice,61.85,17.2,325.13
2007-07,USA,Rice,59.33,18.32,333.31
2007-08,USA,Rice,20.22,10.25,333.3
2007-09,USA,Rice,100.31,18.93,328.16
2007-10,USA,Rice,46.63,12.54,326.79
2007-11,USA,Rice,76.74,6.91,334.18
2007-12,USA,Rice,51.9,13.12,331.63
2008-01,USA,Rice,62.56,17.58,337.32
2008-02,USA,Rice,23.99,16.34,333.57
2008-03,USA,Rice,11.07,14.35,328.98
2008-04,USA,Rice,115.56,16.54,332.94
2008-05,USA,Rice,77.93,21.14,327.69
2008-06,USA,Rice,75.19,11.65,332.63
2008-07,USA,Rice,22.53,10.17,334.74
2008-08,USA,Rice,23.91,14.29,329.5
2008-09,USA,Rice,76.28,9.93,329.07
2008-10,USA,Rice,94.2,7.68,325.77
2008-11,USA,Rice,25.77,9.02,327.87
2008-12,USA,Rice,71.14,7.6,339.19
2009-01,USA,Rice,65.7,16.61,336.97
2009-02,USA,Rice,65.38,14.81,340.17
2009-03,USA,Rice,131.15,17.54,340.32
2009-04,USA,Rice,64.4,21.16,340.46
2009-05,USA,Rice,112.81,18.47,339.47
2009-06,USA,Rice,80.44,15.15,334.33
2009-07,USA,Rice,59.49,8.37,336.34
2009-08,USA,Rice,92.16,13.72,334.61
2009-09,USA,Rice,53.12,10.93,329.18
2009-10,USA,Rice,39.11,8.28,335.26
2009-11,USA,Rice,85.79,7.21,335.86
2009-12,USA,Rice,,12.54,334.49
2010-01,USA,Rice,96.06,16.6,342.53
2010-02,USA,Rice,0.0,17.83,331.51
2010-03,USA,Rice,88.79,24.79,339.15
2010-04,USA,Rice,84.36,22.35,333.87
2010-05,USA,Rice,74.54,18.97,335.14
2010-06,USA,Rice,87.29,19.96,331.61
2010-07,USA,Rice,67.82,15.16,326.07
2010-08,USA,Rice,71.33,12.65,333.95
2010-09,USA,Rice,36.37,14.99,345.09
2010-10,USA,Rice,86.95,7.01,343.76
2010-11,USA,Rice,67.78,10.75,345.78
2010-12,USA,Rice,67.28,16.47,346.12
2011-01,USA,Rice,74.81,16.03,356.5
2011-02,USA,Rice,103.72,16.27,343.82
2011-03,USA,Rice,106.24,13.64,346.09
2011-04,USA,Rice,74.62,12.43,341.72
2011-05,USA,Rice,105.3,26.25,327.59
2011-06,USA,Rice,74.22,18.53,325.42
2011-07,USA,Rice,117.51,13.05,336.51
2011-08,USA,Rice,83.93,13.66,332.58
2011-09,USA,Rice,25.64,7.51,337.32
2011-10,USA,Rice,111.92,8.9,344.51
2011-11,USA,Rice,0.0,7.53,344.44
2011-12,USA,Rice,70.12,7.79,345.16
2012-01,USA,Rice,39.11,7.98,334.86
2012-02,USA,Rice,125.47,12.17,330.56
2012-03,USA,Rice,83.17,22.73,336.01
2012-04,USA,Rice,54.19,16.71,336.37
2012-05,USA,Rice,67.59,21.11,338.57
2012-06,USA,Rice,47.58,20.69,339.37
2012-07,USA,Rice,50.83,15.06,352.53
2012-08,USA,Rice,41.14,11.5,
2012-09,USA,Rice,21.88,11.11,359.57
2012-10,USA,Rice,50.1,8.61,360.38
2012-11,USA,Rice,56.15,14.68,370.54
2012-12,USA,Rice,21.11,18.76,363.19
2013-01,USA,Rice,10.25,19.83,364.3
2013-02,USA,Rice,78.33,10.33,361.94
2013-03,USA,Rice,91.55,17.87,362.77
2013-04,USA,Rice,99.91,20.01,370.11
2013-05,USA,Rice,92.12,20.87,372.38
2013-06,USA,Rice,116.18,11.74,379.7
2013-07,USA,Rice,89.91,9.19,375.68
2013-08,USA,Rice,131.39,16.86,370.74
2013-09,USA,Rice,137.43,8.81,370.84
2013-10,USA,Rice,0.0,5.04,370.61
2013-11,USA,Rice,0.0,6.99,369.49
2013-12,USA,Rice,50.78,13.8,363.74
2014-01,USA,Rice,75.13,12.26,370.93
2014-02,USA,Rice,66.72,18.31,368.76
2014-03,USA,Rice,96.7,16.07,377.31
2014-04,USA,Rice,69.89,14.19,377.39
2014-05,USA,Rice,54.77,24.08,381.28
2014-06,USA,Rice,52.71,18.83,384.63
2014-07,USA,Rice,53.99,13.89,379.68
2014-08,USA,Rice,76.31,10.76,381.88
2014-09,USA,Rice,29.81,15.55,393.45
2014-10,USA,Rice,33.33,11.97,394.96
2014-11,USA,Rice,61.52,14.49,400.37
2014-12,USA,Rice,45.04,10.55,404.53
2015-01,USA,Rice,93.5,15.17,406.37
2015-02,USA,Rice,41.41,18.84,407.49
2015-03,USA,Rice,41.5,17.5,410.78
2015-04,USA,Rice,87.14,19.68,415.36
2015-05,USA,Rice,87.72,17.38,407.24
2015-06,USA,Rice,43.05,18.83,408.73
2015-07,USA,Rice,100.31,10.6,407.62
2015-08,USA,Rice,108.75,14.41,405.27
2015-09,USA,Rice,25.58,11.71,413.05
2015-10,USA,Rice,86.62,9.32,408.65
2015-11,USA,Rice,0.0,12.17,400.28
2015-12,USA,Rice,83.28,11.28,405.06
2016-01,USA,Rice,34.27,12.77,396.53
2016-02,USA,Rice,98.28,19.31,384.97
2016-03,USA,Rice,46.75,21.29,390.42
2016-04,USA,Rice,,18.31,391.37
2016-05,USA,Rice,51.28,17.35,394.2
2016-06,USA,Rice,62.58,16.89,391.55
2016-07,USA,Rice,114.9,13.16,383.24
2016-08,USA,Rice,47.76,17.58,376.13
2016-09,USA,Rice,107.72,11.72,374.5
2016-10,USA,Rice,30.43,10.05,366.86
2016-11,USA,Rice,89.16,7.56,368.7
2016-12,USA,Rice,2.23,14.96,365.93
2017-01,USA,Rice,51.4,12.96,367.04
2017-02,USA,Rice,52.92,15.32,367.97
2017-03,USA,Rice,121.72,21.91,370.29
2017-04,USA,Rice,83.56,21.29,373.29
2017-05,USA,Rice,12.95,10.99,371.22
2017-06,USA,Rice,29.7,16.97,372.33
2017-07,USA,Rice,29.62,15.42,373.74
2017-08,USA,Rice,79.02,11.37,359.17
2017-09,USA,Rice,68.56,11.2,363.05
2017-10,USA,Rice,32.99,3.97,363.95
2017-11,USA,Rice,27.96,1.23,367.33
2017-12,USA,Rice,72.49,9.25,359.61
2018-01,USA,Rice,26.11,15.94,357.72
2018-02,USA,Rice,82.73,6.75,351.17
2018-03,USA,Rice,86.76,16.52,355.64
2018-04,USA,Rice,69.76,13.59,347.21
2018-05,USA,Rice,87.52,18.52,341.63
2018-06,USA,Rice,72.06,24.03,344.84
2018-07,USA,Rice,74.92,14.28,341.06
2018-08,USA,Rice,,12.14,335.49
2018-09,USA,Rice,62.85,13.47,340.93
2018-10,USA,Rice,,10.07,346.62
2018-11,USA,Rice,54.04,9.95,350.95
2018-12,USA,Rice,69.04,15.59,356.04
2019-01,USA,Rice,56.7,16.57,354.66
2019-02,USA,Rice,,18.46,353.43
2019-03,USA,Rice,77.55,18.87,349.54
2019-04,USA,Rice,43.56,18.85,350.55
2019-05,USA,Rice,100.19,22.39,347.38
2019-06,USA,Rice,19.98,16.38,344.78
2019-07,USA,Rice,68.48,19.1,348.38
2019-08,USA,Rice,39.47,9.01,355.49
2019-09,USA,Rice,30.97,15.45,357.88
2019-10,USA,Rice,47.16,11.57,368.64
2019-11,USA,Rice,23.13,7.44,364.41
2019-12,USA,Rice,66.37,14.2,353.38
2020-01,USA,Rice,61.7,12.83,357.67
2020-02,USA,Rice,50.48,17.61,353.04
2020-03,USA,Rice,115.73,17.71,351.4
2020-04,USA,Rice,84.14,19.56,340.78
2020-05,USA,Rice,94.51,22.47,335.38
2020-06,USA,Rice,111.5,19.23,326.37
2020-07,USA,Rice,102.01,11.25,323.76
2020-08,USA,Rice,68.39,8.94,321.39
2020-09,USA,Rice,35.33,11.57,321.93
2020-10,USA,Rice,0.0,11.14,329.37
2020-11,USA,Rice,50.61,8.42,333.43
2020-12,USA,Rice,83.84,17.8,323.7
2021-01,USA,Rice,70.63,17.71,327.35
2021-02,USA,Rice,0.0,15.41,328.02
2021-03,USA,Rice,101.69,16.92,327.43
2021-04,USA,Rice,105.94,19.24,327.3
2021-05,USA,Rice,66.55,18.22,328.52
2021-06,USA,Rice,98.65,21.69,324.37
2021-07,USA,Rice,78.84,18.28,323.28
2021-08,USA,Rice,30.43,12.62,330.38
2021-09,USA,Rice,82.55,12.93,326.16
2021-10,USA,Rice,3.98,12.74,319.98
2021-11,USA,Rice,42.69,10.86,319.61
2021-12,USA,Rice,46.29,13.84,312.83
2022-01,USA,Rice,35.24,16.98,302.49
2022-02,USA,Rice,78.11,19.13,300.42
2022-03,USA,Rice,114.9,16.73,309.11
2022-04,USA,Rice,115.43,17.74,308.88
2022-05,USA,Rice,97.3,18.37,309.95
2022-06,USA,Rice,18.12,15.14,297.17
2022-07,USA,Rice,19.92,10.09,299.8
2022-08,USA,Rice,55.99,14.75,300.36
2022-09,USA,Rice,43.38,11.82,296.37
2022-10,USA,Rice,27.06,5.54,297.45
2022-11,USA,Rice,101.57,9.87,298.47
2022-12,USA,Rice,54.18,11.89,292.12
2023-01,USA,Rice,76.27,15.61,294.11
2023-02,USA,Rice,98.64,13.89,301.29
2023-03,USA,Rice,77.24,14.82,299.92
2023-04,USA,Rice,155.73,21.73,294.72
2023-05,USA,Rice,47.38,14.22,293.65
2023-06,USA,Rice,50.82,16.72,298.78
2023-07,USA,Rice,31.72,13.91,291.42
2023-08,USA,Rice,,12.09,294.89
2023-09,USA,Rice,68.47,11.51,290.82
2023-10,USA,Rice,25.68,15.33,292.28
2023-11,USA,Rice,18.5,5.34,288.89
2023-12,USA,Rice,92.55,15.42,285.49
2024-01,USA,Rice,70.85,6.63,294.63
2024-02,USA,Rice,111.31,22.15,286.17
2024-03,USA,Rice,73.78,12.52,289.09
2024-04,USA,Rice,93.35,28.12,299.47
2024-05,USA,Rice,84.6,18.03,303.59
2024-06,USA,Rice,50.28,21.8,295.6
2024-07,USA,Rice,55.68,18.61,287.91
2024-08,USA,Rice,15.47,11.05,283.4
2024-09,USA,Rice,,9.47,284.35
2024-10,USA,Rice,64.84,7.21,285.7
2024-11,USA,Rice,74.12,13.29,278.07
2024-12,USA,Rice,71.0,11.09,272.84
2000-01,Brazil,Rice,192.9,26.0,445.57
2000-02,Brazil,Rice,206.44,27.93,444.81
2000-03,Brazil,Rice,135.55,27.86,441.9
2000-04,Brazil,Rice,94.56,29.86,430.76
2000-05,Brazil,Rice,97.91,27.71,438.39
2000-06,Brazil,Rice,133.91,28.15,436.93
2000-07,Brazil,Rice,203.12,26.4,432.53
2000-08,Brazil,Rice,74.08,21.26,425.76
2000-09,Brazil,Rice,66.41,20.0,430.39
2000-10,Brazil,Rice,60.15,19.12,422.6
2000-11,Brazil,Rice,69.64,20.22,423.4
2000-12,Brazil,Rice,109.94,22.91,419.9
2001-01,Brazil,Rice,66.0,24.56,416.75
2001-02,Brazil,Rice,203.72,28.15,410.13
2001-03,Brazil,Rice,156.53,30.4,406.4
2001-04,Brazil,Rice,292.96,31.1,406.46
2001-05,Brazil,Rice,105.1,28.21,407.87
2001-06,Brazil,Rice,228.99,28.89,403.15
2001-07,Brazil,Rice,199.57,26.47,402.61
2001-08,Brazil,Rice,89.92,24.05,407.94
2001-09,Brazil,Rice,76.47,20.51,397.96
2001-10,Brazil,Rice,44.94,19.25,397.93
2001-11,Brazil,Rice,50.73,19.69,392.22
2001-12,Brazil,Rice,110.47,21.4,385.91
2002-01,Brazil,Rice,131.03,25.01,387.47
2002-02,Brazil,Rice,69.38,28.35,384.2
2002-03,Brazil,Rice,278.45,30.64,376.9
2002-04,Brazil,Rice,156.02,29.51,384.84
2002-05,Brazil,Rice,167.06,29.29,390.37
2002-06,Brazil,Rice,118.19,27.4,378.77
2002-07,Brazil,Rice,116.65,24.36,369.92
2002-08,Brazil,Rice,92.61,23.24,373.49
2002-09,Brazil,Rice,96.08,21.03,371.78
2002-10,Brazil,Rice,90.27,20.14,380.78
2002-11,Brazil,Rice,136.47,21.03,384.48
2002-12,Brazil,Rice,121.86,23.12,386.27
2003-01,Brazil,Rice,165.21,25.61,380.14
2003-02,Brazil,Rice,149.01,26.66,383.09
2003-03,Brazil,Rice,175.34,30.23,375.44
2003-04,Brazil,Rice,156.93,30.26,383.27
2003-05,Brazil,Rice,213.93,28.9,385.8
2003-06,Brazil,Rice,165.63,27.73,380.85
2003-07,Brazil,Rice,122.1,25.34,385.68
2003-08,Brazil,Rice,101.1,23.58,399.13
2003-09,Brazil,Rice,90.76,19.62,397.82
2003-10,Brazil,Rice,92.52,21.32,401.13
2003-11,Brazil,Rice,93.41,20.69,398.54
2003-12,Brazil,Rice,82.56,21.99,399.05
2004-01,Brazil,Rice,168.25,24.46,390.0
2004-02,Brazil,Rice,190.9,26.5,390.0
2004-03,Brazil,Rice,252.97,27.59,390.26
2004-04,Brazil,Rice,138.82,30.68,401.06
2004-05,Brazil,Rice,197.1,31.31,390.29
2004-06,Brazil,Rice,54.04,25.88,388.6
2004-07,Brazil,Rice,171.45,24.05,396.33
2004-08,Brazil,Rice,37.67,23.25,394.88
2004-09,Brazil,Rice,47.01,20.62,393.85
2004-10,Brazil,Rice,107.61,20.83,388.85
2004-11,Brazil,Rice,65.15,20.57,383.26
2004-12,Brazil,Rice,72.58,21.92,372.3
2005-01,Brazil,Rice,105.76,24.77,368.53
2005-02,Brazil,Rice,185.98,25.12,362.59
2005-03,Brazil,Rice,117.13,28.19,363.3
2005-04,Brazil,Rice,166.29,30.95,358.57
2005-05,Brazil,Rice,144.84,30.52,355.69
2005-06,Brazil,Rice,190.49,28.91,352.98
2005-07,Brazil,Rice,172.4,25.44,352.69
2005-08,Brazil,Rice,18.74,20.24,349.52
2005-09,Brazil,Rice,148.48,20.03,343.15
2005-10,Brazil,Rice,60.46,21.32,343.67
2005-11,Brazil,Rice,108.04,22.29,350.07
2005-12,Brazil,Rice,63.55,23.86,350.84
2006-01,Brazil,Rice,148.56,24.76,347.18
2006-02,Brazil,Rice,277.07,26.19,346.44
2006-03,Brazil,Rice,170.13,29.29,334.14
2006-04,Brazil,Rice,146.01,30.01,333.3
2006-05,Brazil,Rice,152.17,30.9,330.9
2006-06,Brazil,Rice,76.05,27.73,325.3
2006-07,Brazil,Rice,202.45,25.02,320.79
2006-08,Brazil,Rice,126.14,22.57,318.33
